DATOS TÉCNICOS Y TRAZABILIDAD							
Esta pestaña conserva el texto original, la descripción olfativa, la ruta de imagen y la fuente de verificación.							
							
Código	Nombre original exacto	Descripción olfativa	Ruta de imagen	Fuente	Orden original	Control de duplicado	Estado de ficha
AP-0344	ARMAF DUBAI DELICACY KUNAFA UNISEX 100ML EDP ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/armaf_dubai_delicacy_kunafa_unisex_100ml_edp_armaf_70431eef3c.webp		344	Único	Pendiente
AP-0357	ARMAF DUNESCAPE UNISEX 100ML EDP ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/armaf_dunescape_unisex_100ml_edp_armaf_214fded8ce.webp		370	Único	Pendiente
AP-0430	ARMAF EGO PANTHERA UNISEX 100ML EDP ARMAF	Salida: pimienta rosa, olibanum, cardamon y limón (lima ácida). Corazón: clary sage y lavanda. Fondo: ámbar, vetiver, cuero y sándalo.	img/perfumes/armaf_ego_panthera_unisex_100ml_edp_armaf_ebfefce316.webp	https://www.fragrantica.com/perfume/Armaf/Ego-Panthera-90413.html	443	Único	Ficha verificada
AP-0421	ARMAF EGO THE FALCON UNISEX 100ML EDP ARMAF	Salida: piña, bergamota, cardamomo y davana. Corazón: geranio, rosemary y ámbar. Fondo: pachulí, cuero, vetiver y ámbar.	img/perfumes/armaf_ego_the_falcon_unisex_100ml_edp_armaf_54dffffc11.webp	https://www.fragrantica.com/perfume/Armaf/Ego-The-Falcon-90414.html	434	Único	Ficha verificada
AP-0348	ARMAF ETER ARABIAN SKY UNISEX 100ML EDP ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/armaf_eter_arabian_sky_unisex_100ml_edp_armaf_9c55581548.webp		348	Único	Pendiente
AP-0352	ARMAF ETER DESERT BREEZE UNISEX 100ML EDP ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/armaf_eter_desert_breeze_unisex_100ml_edp_armaf_0f9c96df85.webp		352	Único	Pendiente
AP-0349	ARMAF ETER DESERT FLOWER MUJER  100ML EDP ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/armaf_eter_desert_flower_mujer_100ml_edp_armaf_5fa34c28b5.webp		349	Único	Pendiente
AP-0353	ARMAF ETER DESERT NIGHT UNISEX 100ML EDP ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/armaf_eter_desert_night_unisex_100ml_edp_armaf_bfe37835d8.webp		353	Único	Pendiente
AP-0355	ARMAF ETER DESERT ROSE UNISEX 100ML EDP ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/armaf_eter_desert_rose_unisex_100ml_edp_armaf_ea5f80dc73.webp		355	Único	Pendiente
AP-0350	ARMAF ETER DESERT STAR UNISEX 100ML EDP ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/armaf_eter_desert_star_unisex_100ml_edp_armaf_309fa2cef3.webp		350	Único	Pendiente
AP-0354	ARMAF ETER MAGICAL OUD UNISEX 100ML EDP ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/armaf_eter_magical_oud_unisex_100ml_edp_armaf_f85a0c87b6.webp		354	Único	Pendiente
AP-0351	ARMAF ETER OASIS UNISEX 100ML EDP ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/armaf_eter_oasis_unisex_100ml_edp_armaf_c10dad36f4.webp		351	Único	Pendiente
AP-0408	ARMAF FADE DENIM HOMBRE 100ML EDT ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/armaf_fade_denim_hombre_100ml_edt_armaf_b799b697f8.webp		421	Único	Pendiente
AP-0416	ARMAF LE PARFAIT MUJER 100ML EDP ARMAF	Salida: jazmín, neroli y mandarina. Corazón: honeysuckle, nardo y lirio de los valles (muguete). Fondo: ámbar, almizcle y pachulí.	img/perfumes/armaf_le_parfait_mujer_100ml_edp_armaf_8d6fe0d5e3.webp	https://www.fragrantica.com/perfume/armaf/le-parfait-pour-femme-50331.html	429	Único	Ficha verificada
AP-0412	ARMAF LE PARFAIT ADIKA MUJER 100ML EDP ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/armaf_le_parfait_adika_mujer_100ml_edp_armaf_310bb98581.webp		425	Único	Pendiente
AP-0415	ARMAF LE PARFAIT AZURE MUJER 100ML EDP ARMAF	Salida: bergamota, cardamomo, durazno (melocotón) y rosa. Corazón: jazmín, osmanthus, nardo y ciruela. Fondo: sándalo, vainilla y tobacco.	img/perfumes/armaf_le_parfait_azure_mujer_100ml_edp_armaf_f70dade919.webp	https://www.fragrantica.com/perfume/Armaf/Le-Parfait-Azure-Pour-Femme-77872.html	428	Único	Ficha verificada
AP-0414	ARMAF LE PARFAIT MON AMOUR MUJER 100ML EDP ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/armaf_le_parfait_mon_amour_mujer_100ml_edp_armaf_b1a66a1f42.webp		427	Repetido 2 veces	Pendiente
AP-0418	ARMAF LE PARFAIT MON AMOUR MUJER 100ML EDP ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/armaf_le_parfait_mon_amour_mujer_100ml_edp_armaf_b1a66a1f42.webp		431	Repetido 2 veces	Pendiente
AP-0413	ARMAF LE PARFAIT OPUS MUJER 100ML EDP ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/armaf_le_parfait_opus_mujer_100ml_edp_armaf_0d8610ea65.webp		426	Repetido 2 veces	Pendiente
AP-0419	ARMAF LE PARFAIT OPUS MUJER 100ML EDP ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/armaf_le_parfait_opus_mujer_100ml_edp_armaf_0d8610ea65.webp		432	Repetido 2 veces	Pendiente
AP-0417	ARMAF LEGASI HOMBRE 100ML EDP ARMAF	Salida: lavanda y rosemary. Corazón: galbanum, jazmín, rosa y sage. Fondo: sándalo, oak moss, cedro y almizcle.	img/perfumes/armaf_legasi_hombre_100ml_edp_armaf_c0ebb7a75c.webp	https://www.fragrantica.com/perfume/Armaf/Legasi-94321.html	430	Único	Ficha verificada
AP-0346	ARMAF LET S MOVE SALSA UNISEX 100ML EDP ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/armaf_let_s_move_salsa_unisex_100ml_edp_armaf_01aa89ae2d.webp		346	Único	Pendiente
AP-0347	ARMAF LET S MOVE TANGO UNISEX 100ML EDP ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/armaf_let_s_move_tango_unisex_100ml_edp_armaf_207c10288c.webp		347	Único	Pendiente
AP-0390	ARMAF LUNA HOMBRE 100ML EDP ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/armaf_luna_hombre_100ml_edp_armaf_ebc692d549.webp		403	Único	Pendiente
AP-0388	ARMAF MAGNIFICENT SATIN UNISEX 100ML EDP ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/armaf_magnificent_satin_unisex_100ml_edp_armaf_52ace8a851.webp		401	Único	Pendiente
AP-0356	ARMAF MISS MYSTIQUE MUJER 100ML EDP ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/armaf_miss_mystique_mujer_100ml_edp_armaf_7dd84b3a1b.webp		356	Único	Pendiente
AP-0423	ARMAF OMBRE FRESH HOMBRE 100ML PERFUM ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/armaf_ombre_fresh_hombre_100ml_perfum_armaf_7dd0286ed6.webp		436	Único	Pendiente
AP-0387	ARMAF RED SKY MUJER 100ML EDP ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/armaf_red_sky_mujer_100ml_edp_armaf_2e519e3640.webp		400	Único	Pendiente
AP-0392	ARMAF SCENTASY MATCHA MAGIX UNISEX 100ML EDP ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/armaf_scentasy_matcha_magix_unisex_100ml_edp_armaf_7327eb769e.webp		405	Único	Pendiente
AP-0442	ARMAF TAG DONNA COLORATA MUJER 100ML EDP ARMAF	Salida: grosella negra, petitgrain y mandarina. Corazón: flor de azahar del naranjo, jazmín y lavanda. Fondo: ámbar gris, vainilla, cedro y almizcle.	img/perfumes/armaf_tag_donna_colorata_mujer_100ml_edp_armaf_0ebaf60720.webp	https://www.fragrantica.com/perfume/Armaf/Tag-Her-Donna-Colorata-90408.html	455	Único	Ficha verificada
AP-0444	ARMAF TAG DONNA DI TERRA MUJER 100ML EDP ARMAF	Salida: pimienta rosa y cítricos. Corazón: rosa y notas especiadas. Fondo: pachulí.	img/perfumes/armaf_tag_donna_di_terra_mujer_100ml_edp_armaf_bea080a757.webp	https://www.fragrantica.com/perfume/Armaf/Tag-Her-Donna-Di-Terra-90409.html	457	Único	Ficha verificada
AP-0439	ARMAF TAG HER MUJER 100ML EDP ARMAF	Salida: bergamota, neroli y pimienta rosa. Corazón: flor de azahar del naranjo, jazmín, honeysuckle y rosa. Fondo: vainilla, almizcle, caramelo y labdanum.	img/perfumes/armaf_tag_her_mujer_100ml_edp_armaf_8f957e4c54.webp	https://www.fragrantica.com/perfume/armaf/tag-her-27679.html	452	Único	Ficha verificada
AP-0438	ARMAF TAG HIM HOMBRE 100ML EDP ARMAF	Salida: toronja (pomelo), limón (lima ácida), pimienta rosa y bergamota. Corazón: jengibre, menta, lavanda y nuez moscada. Fondo: vetiver, sándalo, pachulí y cedro.	img/perfumes/armaf_tag_him_hombre_100ml_edp_armaf_957315c01b.webp	https://www.fragrantica.com/perfume/armaf/tag-him-27708.html	451	Único	Ficha verificada
AP-0441	ARMAF TAG HIM UOMO NERO HOMBRE 100ML EDP ARMAF	Salida: bergamota, coriander, pimienta negra y lavanda. Corazón: lirio de los valles (muguete), violet leaf y rosa. Fondo: pachulí, ámbar gris y vainilla.	img/perfumes/armaf_tag_him_uomo_nero_hombre_100ml_edp_armaf_8ed3b99b91.webp	https://www.fragrantica.com/perfume/Armaf/Tag-Him-Uomo-Nero-90410.html	454	Único	Ficha verificada
AP-0443	ARMAF TAG UOMO ROSSO HOMBRE 100ML EDP ARMAF	Salida: lavanda, cardamomo y aromatic notes. Corazón: pimienta negra y notas especiadas. Fondo: pachulí, vainilla, tonka y incense.	img/perfumes/armaf_tag_uomo_rosso_hombre_100ml_edp_armaf_eded71a91a.webp	https://www.fragrantica.com/perfume/Armaf/Tag-Him-Uomo-Rosso-90407.html	456	Único	Ficha verificada
AP-0398	ARMAF TRES NUIT HOMBRE 100ML EDT ARMAF	Salida: lemon verbena, iris y limón (lima ácida). Corazón: lavanda, violeta y notas especiadas. Fondo: ámbar gris y sándalo.	img/perfumes/armaf_tres_nuit_hombre_100ml_edt_armaf_bf3c687260.webp	https://www.fragrantica.com/perfume/armaf/tres-nuit-27711.html	411	Único	Ficha verificada
AP-0397	ARMAF TRES NUIT LYRIC UNISEX 100ML EDP ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/armaf_tres_nuit_lyric_unisex_100ml_edp_armaf_ada6a1c3f3.webp		410	Único	Pendiente
AP-0396	ARMAF TRES NUIT VALENTINA MUJER 100ML EDP ARMAF	Salida: litchi y pera. Corazón: incense, geranio y rosa. Fondo: notas amaderadas, vainilla y ámbar.	img/perfumes/armaf_tres_nuit_valentina_mujer_100ml_edp_armaf_ed6227597c.webp	https://www.fragrantica.com/perfume/Armaf/Tres-Nuit-Valentina-94329.html	409	Único	Ficha verificada
AP-0394	ARMAF VANITY ESSENCE MUJER 100ML EDP ARMAF	Salida: bitter orange, fresia, durazno (melocotón) y flor de azahar del naranjo. Corazón: rosa, magnolia y jazmín. Fondo: almizcle, vainilla y ámbar.	img/perfumes/armaf_vanity_essence_mujer_100ml_edp_armaf_fdde72e4ea.webp	https://www.fragrantica.com/perfume/armaf/vanity-femme-essence-27684.html	407	Único	Ficha verificada
AP-0409	ARMAF VOYAGE TITAN HOMBRE 100ML EDP ARMAF	Salida: pimienta rosa, cardamomo, canela y bergamota. Corazón: geranio, jazmín, incense y lavanda. Fondo: tobacco, sándalo, agarwood (oud) y vainilla.	img/perfumes/armaf_voyage_titan_hombre_100ml_edp_armaf_4dafca235a.webp	https://www.fragrantica.com/perfume/Armaf/Voyage-Titan-Pour-Homme-77874.html	422	Único	Ficha verificada
AP-0339	BON BON DELIGHTS MUJER 100ML EDP ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/bon_bon_delights_mujer_100ml_edp_armaf_f26dc64d92.webp		339	Único	Pendiente
AP-0391	CANDELICIOUS UNISEX 100ML EDP ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/candelicious_unisex_100ml_edp_armaf_b9204c3215.webp		404	Único	Pendiente
AP-0494	CHECK MATE KING HOMBRE 100ML EDP ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/check_mate_king_hombre_100ml_edp_armaf_0d90b9a189.webp		507	Único	Pendiente
AP-0495	CHECK MATE QUEEN MUJER 100ML EDP ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/check_mate_queen_mujer_100ml_edp_armaf_433ffbc0fe.webp		508	Único	Pendiente
AP-0399	CHRISTIAN PROVENZANO I UNISEX 100ML PERFUME ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/christian_provenzano_i_unisex_100ml_perfume_armaf_0985656dd3.webp		412	Único	Pendiente
AP-0401	CHRISTIAN PROVENZANO II UNISEX 100ML PERFUME ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/christian_provenzano_ii_unisex_100ml_perfume_armaf_52adda7230.webp		414	Único	Pendiente
AP-0400	CHRISTIAN PROVENZANO III UNISEX 100ML PERFUME ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/christian_provenzano_iii_unisex_100ml_perfume_armaf_705c5b605b.webp		413	Único	Pendiente
AP-0402	CHRISTIAN PROVENZANO IV UNISEX 100ML PERFUME ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/christian_provenzano_iv_unisex_100ml_perfume_armaf_050807afda.webp		415	Único	Pendiente
AP-0362	CLUB DE NUIT HOMBRE 105ML EDT ARMAF	Salida: mandarina, toronja (pomelo) y menta. Corazón: canela, clavos de olor, jengibre y pimienta. Fondo: ámbar, notas especiadas, notas amaderadas y pachulí.	img/perfumes/club_de_nuit_hombre_105ml_edt_armaf_094d4efe7c.webp	https://www.fragrantica.com/perfume/armaf/club-de-nuit-man-27687.html	375	Único	Ficha verificada
AP-0369	CLUB DE NUIT MUJER 105ML EDP ARMAF	Salida: naranja, bergamota, toronja (pomelo) y durazno (melocotón). Corazón: rosa, jazmín, litchi y geranio. Fondo: pachulí, almizcle, vainilla y vetiver.	img/perfumes/club_de_nuit_mujer_105ml_edp_armaf_5e597f0516.webp	https://www.fragrantica.com/perfume/armaf/club-de-nuit-woman-27655.html	382	Único	Ficha verificada
AP-0371	CLUB DE NUIT MUJER 200ML EDP ARMAF	Salida: naranja, bergamota, toronja (pomelo) y durazno (melocotón). Corazón: rosa, jazmín, litchi y geranio. Fondo: pachulí, almizcle, vainilla y vetiver.	img/perfumes/club_de_nuit_mujer_200ml_edp_armaf_62aecc4b65.webp	https://www.fragrantica.com/perfume/armaf/club-de-nuit-woman-27655.html	384	Único	Ficha verificada
AP-0358	CLUB DE NUIT BLING UNISEX 100ML EDP ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/club_de_nuit_bling_unisex_100ml_edp_armaf_bbf39091e1.webp		371	Único	Pendiente
AP-0363	CLUB DE NUIT EXTRAIT HOMBRE 105ML PERFUM ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/club_de_nuit_extrait_hombre_105ml_perfum_armaf_5bda048332.webp		376	Único	Pendiente
AP-0370	CLUB DE NUIT EXTRAIT MUJER 105ML PERFUM ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/club_de_nuit_extrait_mujer_105ml_perfum_armaf_3b64b95c7b.webp		383	Único	Pendiente
AP-0372	CLUB DE NUIT EXTREME MUJER 105ML PERFUM ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/club_de_nuit_extreme_mujer_105ml_perfum_armaf_4867951b79.webp		385	Único	Pendiente
AP-0381	CLUB DE NUIT ICONIC HOMBRE 105ML EDP ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/club_de_nuit_iconic_hombre_105ml_edp_armaf_bbbc8f82ba.webp		394	Único	Pendiente
AP-0382	CLUB DE NUIT ICONIC HOMBRE 200ML EDP ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/club_de_nuit_iconic_hombre_200ml_edp_armaf_04005639b4.webp		395	Único	Pendiente
AP-0383	CLUB DE NUIT ICONIC EXTRAIT CONCENTREE UNISEX 100ML EDP ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/club_de_nuit_iconic_extrait_concentree_unisex_100ml_edp_armaf_a38574d13c.webp		396	Único	Pendiente
AP-0377	CLUB DE NUIT IMPERIALE UNISEX 105ML EDP ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/club_de_nuit_imperiale_unisex_105ml_edp_armaf_328afa2cd1.webp		390	Único	Pendiente
AP-0378	CLUB DE NUIT IMPERIALE UNISEX 200ML ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/club_de_nuit_imperiale_unisex_200ml_armaf_26cd81f6e3.webp		391	Único	Pendiente
AP-0359	CLUB DE NUIT INTENSE HOMBRE 105ML EDT ARMAF	Salida: limón (lima ácida), piña, bergamota y grosella negra. Corazón: birch, jazmín y rosa. Fondo: almizcle, ámbar gris, pachulí y vainilla.	img/perfumes/club_de_nuit_intense_hombre_105ml_edt_armaf_04e6154027.webp	https://www.fragrantica.com/perfume/armaf/club-de-nuit-intense-man-34696.html	372	Único	Ficha verificada
AP-0373	CLUB DE NUIT INTENSE MUJER 105ML EDP ARMAF	Salida: rosa, azafrán y geranio. Corazón: nuez moscada, pimienta, violeta y alcaravea. Fondo: pachulí, agarwood (oud), vainilla y ámbar.	img/perfumes/club_de_nuit_intense_mujer_105ml_edp_armaf_2b8c88d33a.webp	https://www.fragrantica.com/perfume/armaf/club-de-nuit-intense-27656.html	386	Único	Ficha verificada
AP-0360	CLUB DE NUIT INTENSE HOMBRE 200ML EDT ARMAF	Salida: limón (lima ácida), piña, bergamota y grosella negra. Corazón: birch, jazmín y rosa. Fondo: almizcle, ámbar gris, pachulí y vainilla.	img/perfumes/club_de_nuit_intense_hombre_200ml_edt_armaf_1f43228835.webp	https://www.fragrantica.com/perfume/armaf/club-de-nuit-intense-man-34696.html	373	Único	Ficha verificada
AP-0361	CLUB DE NUIT INTENSE HOMBRE 30ML EDT ARMAF	Salida: limón (lima ácida), piña, bergamota y grosella negra. Corazón: birch, jazmín y rosa. Fondo: almizcle, ámbar gris, pachulí y vainilla.	img/perfumes/club_de_nuit_intense_hombre_30ml_edt_armaf_2f945635a4.webp	https://www.fragrantica.com/perfume/armaf/club-de-nuit-intense-man-34696.html	374	Único	Ficha verificada
AP-0365	CLUB DE NUIT INTENSE COLLECTION PRIDE HOMBRE 105ML EDP ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/club_de_nuit_intense_collection_pride_hombre_105ml_edp_armaf_564b9610b0.webp		378	Único	Pendiente
AP-0432	CLUB DE NUIT LIONHEART HOMBRE 100ML EDP ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/club_de_nuit_lionheart_hombre_100ml_edp_armaf_9bf2140427.webp		445	Único	Pendiente
AP-0433	CLUB DE NUIT LIONHEART MUJER 100ML EDP ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/club_de_nuit_lionheart_mujer_100ml_edp_armaf_594be68164.webp		446	Único	Pendiente
AP-0368	CLUB DE NUIT MALEKA MUJER 100ML EDP ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/club_de_nuit_maleka_mujer_100ml_edp_armaf_cbbcd08ac1.webp		381	Único	Pendiente
AP-0374	CLUB DE NUIT MILESTONE UNISEX 105ML EDP ARMAF	Salida: sea notes, red fruits y bergamota. Corazón: violeta, white woods y sándalo. Fondo: almizcle, ambroxan y vetiver.	img/perfumes/club_de_nuit_milestone_unisex_105ml_edp_armaf_aade6bebd1.webp	https://www.fragrantica.com/perfume/armaf/club-de-nuit-milestone-64104.html	387	Único	Ficha verificada
AP-0375	CLUB DE NUIT MILESTONE UNISEX 200ML EDP ARMAF	Salida: sea notes, red fruits y bergamota. Corazón: violeta, white woods y sándalo. Fondo: almizcle, ambroxan y vetiver.	img/perfumes/club_de_nuit_milestone_unisex_200ml_edp_armaf_ab30d00768.webp	https://www.fragrantica.com/perfume/armaf/club-de-nuit-milestone-64104.html	388	Único	Ficha verificada
AP-0364	CLUB DE NUIT OUD DE LUJO UNISEX 100ML EDP ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/club_de_nuit_oud_de_lujo_unisex_100ml_edp_armaf_64a2f6b4e7.webp		377	Único	Pendiente
AP-0366	CLUB DE NUIT PRECIEUX I UNISEX 55ML EDP ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/club_de_nuit_precieux_i_unisex_55ml_edp_armaf_815f417287.webp		379	Único	Pendiente
AP-0367	CLUB DE NUIT PRECIEUX IV MUJER 100ML EDP ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/club_de_nuit_precieux_iv_mujer_100ml_edp_armaf_2182ed894c.webp		380	Único	Pendiente
AP-0376	CLUB DE NUIT SILLAGE UNISEX 105ML EDP ARMAF	Salida: bergamota, grosella negra, limón (lima ácida) y lime. Corazón: rosa, iris y jazmín. Fondo: ambroxan, almizcle, sándalo y cedro.	img/perfumes/club_de_nuit_sillage_unisex_105ml_edp_armaf_1d0cee1720.webp	https://www.fragrantica.com/perfume/armaf/club-de-nuit-sillage-64105.html	389	Único	Ficha verificada
AP-0384	CLUB DE NUIT UNTOLD MUJER 105ML EDP ARMAF	Salida: azafrán y jazmín. Corazón: amberwood y ámbar gris. Fondo: resina de abeto y cedro.	img/perfumes/club_de_nuit_untold_mujer_105ml_edp_armaf_1bd652fd4a.webp	https://www.fragrantica.com/perfume/armaf/club-de-nuit-untold-78476.html	397	Único	Ficha verificada
AP-0385	CLUB DE NUIT UNTOLD MUJER 200ML EDP ARMAF	Salida: azafrán y jazmín. Corazón: amberwood y ámbar gris. Fondo: resina de abeto y cedro.	img/perfumes/club_de_nuit_untold_mujer_200ml_edp_armaf_8ac29889b7.webp	https://www.fragrantica.com/perfume/armaf/club-de-nuit-untold-78476.html	398	Único	Ficha verificada
AP-0379	CLUB DE NUIT URBAN HOMBRE 105ML EDP ARMAF	Salida: bergamota, menta, toronja (pomelo) y cardamomo. Corazón: lavanda, cedro, nuez moscada y jengibre. Fondo: pachulí, vetiver, sándalo y musgo de roble.	img/perfumes/club_de_nuit_urban_hombre_105ml_edp_armaf_252fee425b.webp	https://www.fragrantica.com/perfume/armaf/club-de-nuit-urban-man-47394.html	392	Único	Ficha verificada
AP-0380	CLUB DE NUIT URBAN ELIXIR HOMBRE 105ML EDP ARMAF	Salida: bergamota, pimienta rosa, jazmín y flor de azahar del naranjo. Corazón: lavanda, elemi, geranio y azafrán. Fondo: ambroxan, ámbar, pachulí y cedro.	img/perfumes/club_de_nuit_urban_elixir_hombre_105ml_edp_armaf_b41fbfb15f.webp	https://www.fragrantica.com/perfume/armaf/club-de-nuit-urban-elixir-77860.html	393	Único	Ficha verificada
AP-0341	DELIGHTS ISLAND BLISS MUJER 100ML EDP ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/delights_island_bliss_mujer_100ml_edp_armaf_9616b9d02c.webp		341	Único	Pendiente
AP-0342	DELIGHTS ISLAND BREESZE MUJER 100ML EDP ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/delights_island_breesze_mujer_100ml_edp_armaf_82bd8f432d.webp		342	Único	Pendiente
AP-0434	DUBAI NIGHTS MIDNIGHT HOMBRE 100ML EDP ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/dubai_nights_midnight_hombre_100ml_edp_armaf_251c207d76.webp		447	Repetido 2 veces	Pendiente
AP-0435	DUBAI NIGHTS MIDNIGHT HOMBRE 100ML EDP ARMAF	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/dubai_nights_midnight_hombre_100ml_edp_armaf_251c207d76.webp		448	Repetido 2 veces	Pendiente
AP-0445	EL CIELO HOMBRE 100ML EDP ARMAF	Salida: melón, manzana, bergamota y limón (lima ácida). Corazón: lavanda, violeta y cypress. Fondo: vainilla, ámbar, almizcle y cedro.	img/perfumes/el_cielo_hombre_100ml_edp_armaf_3abe2510c1.webp	https://www.fragrantica.com/perfume/armaf/el-cielo-pour-homme-50321.html	458	Único	Ficha verificada
